Time	Message ID	Initial Ammonia Concentration	Initial Hydrogen Sulfide Concentration	Maximum Pressure	Volumetric Flow Rate	Cost Per Gram (Copper Sulfate)	Cost Per Gram (Ammonia)	Cost Per Gram (Sulfuric Acid)	Cost Per Kilowatt Hour	Number of Chemical Analyzers	Volumetric Flow Rate	Hydrogen Sulfide Concentration	Ammonia Concentration	Water Concentration	Max Applied Pressure	Concentration of Hydrogen Sulfide (leaving CSTR)	Concentration of Ammonia (leaving CSTR)	Concentration of Hydrogen Sulfide (leaving SSU)	Concentration of Ammonia (leaving SUU)	Final Concentration of Hydrogen Sulfide	Final Concentration of Ammonia	Final Concentration of Water	Power Consumption (KhW/s)	Clean Water Production Percentage	Current Cost Of Power Per Second	Current Cost Of Chemicals Per Second	Current Segment Cost Per Liter	Grams CuS	Grams NH3	Grams H2SO4	NGSWAT-100	NGSWAT-200	NGSWAT-300	NGSWAT-400	Simulation Ticks	Segment Ticks	Segment Liters Treated	Segment Cost	Max Hydrogen Sulfide Concentration	Min Hydrogen Sulfide Concentration	Max Ammonia Concentration	Min Ammonia Concentration	Max Clean Water Percentage	Min Clean Water Percentage	Max Cost Per Liter	Min Cost Per Liter	Total Cost	Total Liters Treated	Average Cost Per Liter	Average Hydrogen Sulfide Concentration	Average Ammonia Concentration	Average Clean Water Percentage
4/14/2017 8:39	Simulation Tick																																		20	20	6300	42118.8	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	42118.8	6300	6.6855	1.20E-08	1.20E-10	97.812653
4/14/2017 8:39	System Status Message										315.45	11998.72	0	988001.28	70000	0.01199872	0.01199206	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81324481	0.006333333	2105.362127	2105.36	17726.0352	3782.8958	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		21	21	6615	44224.16	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	44224.16	6615	6.6854	1.20E-08	1.20E-10	97.812681
4/14/2017 8:39	System Status Message										315.45	12001.66	0	987998.34	70000	0.01200166	0.01199501	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81271465	0.006333333	2105.879577	2105.88	17730.3919	3783.8255	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		22	22	6930	46330.04	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	46330.04	6930	6.6854	1.20E-08	1.20E-10	97.812682
4/14/2017 8:39	System Status Message										315.45	11999.84	0	988000.16	70000	0.01199984	0.01199319	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81304262	0.006333333	2105.559467	2105.56	17727.6967	3783.2504	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		23	23	7245	48435.6	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	48435.6	7245	6.6854	1.20E-08	1.20E-10	97.812698
4/14/2017 8:39	System Status Message										315.45	12003.34	0	987996.66	70000	0.01200334	0.01199668	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81241352	0.006333333	2106.173491	2106.17	17732.8665	3784.3536	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		24	24	7560	50541.77	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	50541.77	7560	6.6854	1.20E-08	1.20E-10	97.812686
4/14/2017 8:39	System Status Message										315.45	12005.9	0	987994.1	70000	0.0120059	0.01199924	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81195293	0.006333333	2106.623038	2106.62	17736.6514	3785.1614	0	PASS	PASS	PASS	PASS																		
